Data;Produto;Quantidade;Valor;Região
27/02/2024;Agenda;45;114.71;Amazonas
27/02/2024;Estojo;23;37.25;Maranhão
28/02/2024;Lápis;62;111.69;Piauí
28/02/2024;Caderno;72;179.09;Amapá
28/02/2024;Marcador;75;25.42;Mato Grosso
28/02/2024;Régua;36;7.34;Goiás
28/02/2024;Agenda;33;165.9;Tocantins
28/02/2024;Caderno;45;102.71;Acre
28/02/2024;Lápis;73;110.36;Mato Grosso
28/02/2024;Caderno;41;41.67;Mato Grosso
28/02/2024;Estojo;71;193.14;Goiás
29/02/2024;Marcador;28;61.12;Amazonas
29/02/2024;Caderno;19;184.11;Piauí
29/02/2024;Régua;46;177.16;Maranhão
29/02/2024;Estojo;27;75.61;Alagoas
29/02/2024;Estojo;66;160.67;Sergipe
29/02/2024;Lápis;96;74.01;Santa Catarina
29/02/2024;Agenda;95;151.68;Amapá
29/02/2024;Agenda;70;44.37;São Paulo
01/03/2024;Borracha;70;196.29;Rio Grande do Sul
01/03/2024;Caderno;74;162.17;Pernambuco
01/03/2024;Borracha;15;47.13;Paraná
01/03/2024;Marcador;100;163.09;Paraíba
01/03/2024;Agenda;49;51.66;Pernambuco
01/03/2024;Borracha;1;36.64;Rio Grande do Sul
01/03/2024;Caderno;22;131.15;Sergipe
01/03/2024;Régua;48;5.91;São Paulo
01/03/2024;Estojo;34;75.91;Minas Gerais
01/03/2024;Caderno;95;12.99;Mato Grosso do Sul
01/03/2024;Marcador;24;25.98;Goiás
01/03/2024;Caneta;23;103.09;Rio Grande do Sul
01/03/2024;Caneta;48;15.12;Espírito Santo
01/03/2024;Marcador;65;109.86;Paraná
01/03/2024;Caderno;30;108.7;Mato Grosso do Sul
02/03/2024;Caneta;16;91.15;Mato Grosso
02/03/2024;Agenda;96;130.88;Mato Grosso
02/03/2024;Marcador;4;104.44;Rio Grande do Sul
02/03/2024;Caderno;45;15.71;Sergipe
02/03/2024;Borracha;29;40.59;Paraná
02/03/2024;Régua;10;61.75;Mato Grosso do Sul
02/03/2024;Estojo;65;36.59;Minas Gerais
02/03/2024;Agenda;15;36.97;Ceará
03/03/2024;Marcador;99;28.2;Espírito Santo
03/03/2024;Caderno;2;72.66;Rondônia
03/03/2024;Régua;46;140.02;Rondônia
03/03/2024;Borracha;37;188.61;Piauí
03/03/2024;Estojo;50;112.22;Sergipe
03/03/2024;Lápis;97;45.64;Alagoas
03/03/2024;Borracha;5;69.11;Distrito Federal
03/03/2024;Estojo;36;171.45;Pará
03/03/2024;Lápis;84;141.99;Rondônia
03/03/2024;Caderno;66;55.79;Mato Grosso
03/03/2024;Estojo;26;45.45;Rio Grande do Norte
03/03/2024;Marcador;97;49.21;Santa Catarina
04/03/2024;Régua;98;47.19;Paraná
04/03/2024;Estojo;38;151.8;Pernambuco
04/03/2024;Borracha;92;162.75;Rio de Janeiro
04/03/2024;Borracha;90;199.6;Pernambuco
04/03/2024;Estojo;1;109.04;Paraná
04/03/2024;Estojo;12;76.56;Pernambuco
04/03/2024;Caderno;94;81.08;Tocantins
05/03/2024;Borracha;64;61.59;São Paulo
05/03/2024;Caneta;75;171.03;Piauí
05/03/2024;Lápis;35;26.06;Mato Grosso
05/03/2024;Caneta;48;133.27;Mato Grosso do Sul
05/03/2024;Caderno;88;64.83;Sergipe
05/03/2024;Lápis;39;58.25;Rio Grande do Norte
05/03/2024;Lápis;65;9.58;Rio Grande do Norte
05/03/2024;Agenda;85;199.18;Paraíba
06/03/2024;Marcador;93;21.09;Rio de Janeiro
06/03/2024;Régua;90;19.81;Santa Catarina
06/03/2024;Borracha;20;22.01;Rio de Janeiro
06/03/2024;Marcador;31;174.74;Amapá
06/03/2024;Régua;55;94.62;São Paulo
06/03/2024;Borracha;63;13.28;Pernambuco
06/03/2024;Régua;18;101.37;Distrito Federal
06/03/2024;Caneta;91;79.38;São Paulo
06/03/2024;Lápis;10;57.5;Ceará
07/03/2024;Lápis;68;172.18;Mato Grosso
07/03/2024;Régua;29;177.33;Amazonas
07/03/2024;Caderno;1;24.76;São Paulo
07/03/2024;Agenda;64;10.67;Rio Grande do Sul
07/03/2024;Estojo;20;192.16;Paraíba
07/03/2024;Estojo;54;193.56;Acre
07/03/2024;Borracha;81;45.69;Tocantins
08/03/2024;Lápis;16;108.29;Piauí
08/03/2024;Borracha;51;62.08;Tocantins
08/03/2024;Régua;53;197.72;Santa Catarina
08/03/2024;Estojo;13;163.2;Bahia
08/03/2024;Agenda;87;103.55;Espírito Santo
08/03/2024;Estojo;67;138.41;Rio Grande do Norte
08/03/2024;Caneta;40;47.96;São Paulo
08/03/2024;Estojo;1;112.42;Pará
08/03/2024;Estojo;52;129.49;Paraíba
09/03/2024;Borracha;82;159.2;Piauí
09/03/2024;Lápis;6;177.19;Rondônia
09/03/2024;Lápis;26;27.49;Rondônia
09/03/2024;Estojo;63;135.78;Pará
09/03/2024;Régua;45;107.12;Ceará
09/03/2024;Estojo;54;9.29;Distrito Federal
09/03/2024;Marcador;43;195.69;Amazonas
09/03/2024;Régua;43;90.11;Rondônia
09/03/2024;Borracha;93;77.09;Distrito Federal
09/03/2024;Régua;19;51.6;Sergipe
09/03/2024;Régua;66;149.48;Paraíba
10/03/2024;Estojo;83;162.5;Maranhão
10/03/2024;Lápis;43;119.16;Mato Grosso
10/03/2024;Régua;37;19.19;Pará
10/03/2024;Estojo;59;59.55;Santa Catarina
10/03/2024;Lápis;73;144.49;Pernambuco
11/03/2024;Agenda;21;50.75;Distrito Federal
11/03/2024;Agenda;49;148.6;Ceará
11/03/2024;Marcador;14;126.15;Maranhão
11/03/2024;Régua;28;173.32;Paraíba
11/03/2024;Agenda;76;66.67;Rio Grande do Sul
11/03/2024;Agenda;68;48.68;Rio Grande do Sul
11/03/2024;Marcador;90;137.16;Amapá
11/03/2024;Agenda;94;139.64;Paraíba
11/03/2024;Caderno;28;96.46;Pernambuco
11/03/2024;Caneta;91;57.9;Tocantins
12/03/2024;Caderno;56;63.14;Espírito Santo
12/03/2024;Caneta;35;73.84;Roraima
12/03/2024;Régua;61;166.3;Santa Catarina
12/03/2024;Marcador;11;61.84;Piauí
12/03/2024;Marcador;25;189.41;Santa Catarina
12/03/2024;Marcador;7;9.76;Sergipe
12/03/2024;Borracha;51;48.77;Rio Grande do Norte
12/03/2024;Borracha;88;92.3;Tocantins
12/03/2024;Caneta;85;60.39;Tocantins
12/03/2024;Estojo;8;153.97;Paraíba
12/03/2024;Régua;52;133.29;Pernambuco
12/03/2024;Caderno;51;118.46;Rondônia
12/03/2024;Caneta;78;108.22;Bahia
13/03/2024;Borracha;28;29.66;Rio Grande do Norte
13/03/2024;Lápis;82;40.49;Mato Grosso do Sul
13/03/2024;Borracha;66;102.68;Minas Gerais
13/03/2024;Régua;71;53.41;Santa Catarina
13/03/2024;Caderno;40;186.15;Maranhão
13/03/2024;Agenda;49;48.86;Tocantins
13/03/2024;Caneta;44;31.36;Pará
13/03/2024;Borracha;45;95.59;Amapá
13/03/2024;Marcador;53;110.7;Paraíba
13/03/2024;Caderno;6;79.86;Acre
13/03/2024;Marcador;97;42.82;Bahia
14/03/2024;Caneta;20;150.32;Rio Grande do Sul
14/03/2024;Caderno;62;64.62;Pernambuco
14/03/2024;Marcador;21;131.38;Minas Gerais
14/03/2024;Lápis;62;181.51;Santa Catarina
14/03/2024;Régua;61;151.06;Alagoas
15/03/2024;Borracha;55;79.63;Ceará
15/03/2024;Borracha;39;91.53;Goiás
15/03/2024;Agenda;21;179.58;Pernambuco
15/03/2024;Caderno;50;64.27;Rio de Janeiro
15/03/2024;Caneta;54;169;Rio Grande do Sul
15/03/2024;Agenda;52;147.22;Tocantins
15/03/2024;Régua;55;93.24;Roraima
15/03/2024;Agenda;9;168.11;Mato Grosso do Sul
16/03/2024;Régua;63;11.76;Tocantins
16/03/2024;Régua;34;93.9;Piauí
16/03/2024;Estojo;16;86.62;Amapá
16/03/2024;Marcador;60;90.95;Amazonas
16/03/2024;Borracha;35;72.47;Mato Grosso do Sul
16/03/2024;Caderno;7;69.23;Goiás
16/03/2024;Estojo;98;59.7;Rondônia
17/03/2024;Lápis;61;88.43;Distrito Federal
17/03/2024;Estojo;1;46.55;Paraíba
17/03/2024;Estojo;97;93.26;Amazonas
17/03/2024;Marcador;86;182.24;Roraima
17/03/2024;Estojo;70;190.12;Rio de Janeiro
17/03/2024;Régua;19;90.63;Minas Gerais
17/03/2024;Estojo;55;71.43;Mato Grosso do Sul
17/03/2024;Borracha;83;72.52;Mato Grosso do Sul
18/03/2024;Marcador;89;96.95;Ceará
18/03/2024;Lápis;69;115.52;Piauí
18/03/2024;Marcador;1;108.87;Pará
18/03/2024;Estojo;12;12.87;Piauí
18/03/2024;Marcador;45;92.9;São Paulo
18/03/2024;Agenda;100;48.15;São Paulo
18/03/2024;Caderno;21;114.3;Tocantins
18/03/2024;Marcador;99;196.86;São Paulo
18/03/2024;Marcador;74;156.56;Bahia
19/03/2024;Lápis;86;103.81;Tocantins
19/03/2024;Estojo;78;66.62;Maranhão
19/03/2024;Caderno;24;96.93;Rio de Janeiro
19/03/2024;Agenda;85;35.25;Mato Grosso do Sul
19/03/2024;Lápis;76;193.93;Espírito Santo
19/03/2024;Caneta;94;199.76;Paraná
19/03/2024;Marcador;78;191.77;Sergipe
19/03/2024;Borracha;51;70.38;Distrito Federal
20/03/2024;Estojo;82;136.08;Acre
20/03/2024;Marcador;85;46.72;Paraíba
20/03/2024;Borracha;50;126.29;Tocantins
20/03/2024;Lápis;15;71.92;Alagoas
20/03/2024;Marcador;52;117.03;Goiás
20/03/2024;Régua;29;112.02;Amapá
20/03/2024;Agenda;12;120.99;Rio de Janeiro
20/03/2024;Marcador;85;150.35;Alagoas
20/03/2024;Borracha;14;35.29;Acre
20/03/2024;Agenda;13;194.6;Rio Grande do Norte
20/03/2024;Caderno;89;153.82;Distrito Federal
20/03/2024;Marcador;33;171.33;Rio Grande do Sul
20/03/2024;Caderno;26;174.46;Pará
21/03/2024;Estojo;48;72.14;Paraíba
21/03/2024;Marcador;60;159.07;Rio Grande do Norte
21/03/2024;Régua;99;170.5;Amapá
21/03/2024;Régua;75;197.52;Sergipe
21/03/2024;Caderno;53;79.03;Amazonas
21/03/2024;Borracha;15;105.85;Roraima
21/03/2024;Agenda;79;66.72;Maranhão
21/03/2024;Borracha;85;57.54;Amapá
22/03/2024;Lápis;48;13.7;Roraima
22/03/2024;Borracha;7;8.27;Amazonas
22/03/2024;Borracha;2;163.81;Pernambuco
22/03/2024;Régua;75;165.81;Amapá
22/03/2024;Caderno;24;125.15;Rio de Janeiro
22/03/2024;Lápis;25;37.13;Acre
22/03/2024;Borracha;52;189.21;Tocantins
22/03/2024;Régua;75;189.67;Maranhão
22/03/2024;Caneta;7;138.49;Roraima
22/03/2024;Lápis;87;101.18;Mato Grosso
23/03/2024;Agenda;84;51.51;Pará
23/03/2024;Agenda;87;133.23;Tocantins
23/03/2024;Régua;43;112.35;São Paulo
23/03/2024;Estojo;10;180.69;Amazonas
23/03/2024;Marcador;100;167.68;Distrito Federal
23/03/2024;Lápis;23;165.38;Rio Grande do Norte
24/03/2024;Régua;51;110.33;Sergipe
24/03/2024;Estojo;74;88.69;Paraíba
24/03/2024;Borracha;9;82.21;Amazonas
24/03/2024;Lápis;33;6.84;Goiás
24/03/2024;Lápis;32;50.55;Rondônia
24/03/2024;Régua;29;12.02;Rio Grande do Sul
24/03/2024;Marcador;2;100.43;Sergipe
24/03/2024;Caneta;31;21.43;Pará
24/03/2024;Caneta;24;188.34;Rio de Janeiro
24/03/2024;Lápis;58;113.22;Rondônia
24/03/2024;Caderno;44;105.8;Bahia
24/03/2024;Estojo;36;178.47;Goiás
24/03/2024;Agenda;9;86.75;Amapá
25/03/2024;Lápis;82;192.26;Rio Grande do Sul
25/03/2024;Caderno;66;34.41;Acre
25/03/2024;Estojo;85;157.98;Pará
25/03/2024;Borracha;43;168.65;Bahia
25/03/2024;Caderno;60;9.03;Maranhão
25/03/2024;Régua;80;82.97;Ceará
25/03/2024;Caneta;28;125.92;Rio Grande do Norte
25/03/2024;Agenda;98;80.3;São Paulo
25/03/2024;Caneta;75;45.06;Minas Gerais
25/03/2024;Agenda;63;193.93;Pernambuco
25/03/2024;Lápis;82;176.02;Alagoas
25/03/2024;Régua;71;140.17;Roraima
25/03/2024;Lápis;64;192.62;Paraíba
25/03/2024;Marcador;48;146.83;Amazonas
25/03/2024;Caderno;43;143;Acre
26/03/2024;Agenda;23;152.83;Amazonas
26/03/2024;Caderno;62;52.46;Distrito Federal
26/03/2024;Borracha;98;130.06;Rio de Janeiro
26/03/2024;Marcador;40;128.56;Distrito Federal
26/03/2024;Régua;48;20.52;Pernambuco
27/03/2024;Agenda;13;75.29;Tocantins
27/03/2024;Marcador;18;35.29;Piauí
27/03/2024;Lápis;81;53.46;Ceará
27/03/2024;Lápis;74;81.05;Santa Catarina
27/03/2024;Régua;31;104.84;Santa Catarina
27/03/2024;Régua;80;146.17;Ceará
27/03/2024;Agenda;80;72.93;Ceará
27/03/2024;Estojo;78;174.64;Mato Grosso do Sul
27/03/2024;Marcador;21;81.64;Amapá
28/03/2024;Borracha;41;144.38;São Paulo
28/03/2024;Caderno;26;191.31;Goiás
28/03/2024;Marcador;62;196.63;São Paulo
28/03/2024;Estojo;36;150.98;Paraná
28/03/2024;Caneta;10;85.33;Tocantins
29/03/2024;Estojo;63;177.8;Bahia
29/03/2024;Estojo;94;113.84;Ceará
29/03/2024;Borracha;100;68.58;Maranhão
29/03/2024;Estojo;88;186.44;Bahia
29/03/2024;Marcador;94;62.81;Mato Grosso
29/03/2024;Caneta;97;42.03;Rio Grande do Norte
29/03/2024;Caneta;7;179.71;São Paulo
29/03/2024;Régua;9;196.22;Acre
29/03/2024;Caneta;24;76.54;Pará
30/03/2024;Caderno;34;28.9;Distrito Federal
30/03/2024;Estojo;70;106.23;Rio de Janeiro
30/03/2024;Estojo;6;122.58;Rio de Janeiro
30/03/2024;Lápis;54;110.91;Paraná
30/03/2024;Borracha;31;73.47;Mato Grosso
30/03/2024;Lápis;63;55.13;Goiás
30/03/2024;Marcador;60;168.3;Amazonas
30/03/2024;Régua;55;144.02;Roraima
30/03/2024;Régua;77;163.88;Mato Grosso
30/03/2024;Estojo;36;52.52;Amazonas
30/03/2024;Lápis;74;120.14;Paraná
30/03/2024;Agenda;45;63.75;Pernambuco
30/03/2024;Caderno;53;120.16;Alagoas
31/03/2024;Estojo;91;108.93;Rio de Janeiro
31/03/2024;Marcador;30;23.36;Rondônia
31/03/2024;Caderno;19;126.8;Paraná
31/03/2024;Caderno;72;66.69;Goiás
31/03/2024;Lápis;28;79.14;Goiás
31/03/2024;Agenda;10;39.57;Goiás
31/03/2024;Estojo;57;40.05;Paraíba
31/03/2024;Régua;6;24.91;Piauí
01/04/2024;Estojo;66;141.53;Piauí
01/04/2024;Agenda;21;21.5;Alagoas
01/04/2024;Régua;59;62.15;Acre
01/04/2024;Caneta;50;184.25;Roraima
01/04/2024;Lápis;11;41.56;Espírito Santo
02/04/2024;Estojo;75;62.27;Rio Grande do Norte
02/04/2024;Marcador;7;168.64;Ceará
02/04/2024;Caneta;54;60.17;Pará
02/04/2024;Caderno;68;127.84;São Paulo
02/04/2024;Borracha;43;72.52;Santa Catarina
02/04/2024;Lápis;55;139.66;Goiás
02/04/2024;Lápis;27;196.12;Amapá
02/04/2024;Marcador;40;31.66;Distrito Federal
02/04/2024;Borracha;87;8.55;Acre
02/04/2024;Estojo;58;53.6;Mato Grosso
02/04/2024;Lápis;31;19.04;Pernambuco
02/04/2024;Caderno;76;138.91;Rondônia
03/04/2024;Lápis;55;79.16;Sergipe
03/04/2024;Borracha;88;73.27;Rio Grande do Norte
03/04/2024;Régua;41;146.91;São Paulo
03/04/2024;Agenda;64;151.99;São Paulo
03/04/2024;Caderno;72;9.84;Amazonas
03/04/2024;Borracha;30;178.43;Amazonas
03/04/2024;Borracha;50;41.53;Paraíba
03/04/2024;Régua;24;72.55;Pernambuco
04/04/2024;Régua;95;25.93;Roraima
04/04/2024;Borracha;18;80.54;Minas Gerais
04/04/2024;Estojo;88;155.85;Espírito Santo
04/04/2024;Lápis;96;132.61;Rio de Janeiro
04/04/2024;Caneta;82;193.77;Rio Grande do Sul
04/04/2024;Estojo;53;54.58;Pará
04/04/2024;Régua;55;90.55;Santa Catarina
04/04/2024;Caderno;55;18.55;Amapá
04/04/2024;Lápis;25;37.52;Amazonas
04/04/2024;Régua;70;74.33;Espírito Santo
04/04/2024;Lápis;38;79.47;Alagoas
04/04/2024;Lápis;26;73.15;Bahia
04/04/2024;Marcador;86;121.53;Maranhão
05/04/2024;Marcador;38;122.32;Pernambuco
05/04/2024;Marcador;4;92.48;Rio de Janeiro
05/04/2024;Caneta;37;58.29;Mato Grosso
05/04/2024;Marcador;93;124.95;Acre
05/04/2024;Caneta;43;159.93;Acre
05/04/2024;Caderno;58;112.51;São Paulo
05/04/2024;Caderno;31;159.24;Pernambuco
05/04/2024;Agenda;89;157.39;Goiás
05/04/2024;Caderno;91;110.79;Rio de Janeiro
05/04/2024;Régua;9;97.5;Goiás
06/04/2024;Caderno;53;198.49;Tocantins
06/04/2024;Régua;33;76.1;Rio Grande do Norte
06/04/2024;Régua;42;124.52;Goiás
06/04/2024;Caderno;54;131.39;Pernambuco
06/04/2024;Caneta;54;145.32;Goiás
06/04/2024;Caderno;30;74.16;Rio Grande do Sul
06/04/2024;Régua;62;128.06;Ceará
06/04/2024;Marcador;33;117.29;Pernambuco
06/04/2024;Caderno;25;161.63;Acre
06/04/2024;Caneta;76;190.11;Distrito Federal
06/04/2024;Caderno;43;110;Sergipe
07/04/2024;Régua;84;129.17;Mato Grosso
07/04/2024;Régua;23;26.28;Mato Grosso
07/04/2024;Caderno;82;109.84;Bahia
07/04/2024;Caneta;84;103.5;Santa Catarina
07/04/2024;Lápis;100;138.1;Maranhão
07/04/2024;Lápis;55;74.27;Paraná
07/04/2024;Lápis;14;71.29;Pernambuco
07/04/2024;Marcador;21;45.84;São Paulo
07/04/2024;Borracha;71;102.16;Ceará
07/04/2024;Marcador;74;110.93;Pará
08/04/2024;Lápis;36;96.31;Rio Grande do Norte
08/04/2024;Caneta;24;154.41;Rio Grande do Norte
08/04/2024;Caderno;21;154.12;Mato Grosso do Sul
08/04/2024;Agenda;83;112.76;Paraíba
08/04/2024;Agenda;94;81.14;Rio Grande do Sul
08/04/2024;Agenda;9;114.64;Acre
08/04/2024;Caneta;43;71.93;Sergipe
08/04/2024;Caneta;89;157.03;Amapá
08/04/2024;Lápis;24;41.21;Maranhão
08/04/2024;Caneta;64;25.55;Roraima
08/04/2024;Lápis;4;14.3;Piauí
09/04/2024;Agenda;86;39.35;Mato Grosso
09/04/2024;Estojo;67;48.3;São Paulo
09/04/2024;Régua;32;65.1;Espírito Santo
09/04/2024;Marcador;2;81.17;Minas Gerais
09/04/2024;Caneta;21;9.07;Acre
09/04/2024;Caderno;46;100.28;Acre
09/04/2024;Régua;27;120.99;Rondônia
09/04/2024;Marcador;25;182.25;Acre
09/04/2024;Lápis;46;22.28;Amazonas
09/04/2024;Régua;34;56.78;Mato Grosso
09/04/2024;Borracha;77;139.97;Tocantins
09/04/2024;Caneta;51;159.44;Rondônia
09/04/2024;Agenda;93;169.96;Amapá
09/04/2024;Caneta;91;192.1;Amazonas
10/04/2024;Borracha;70;58.33;Tocantins
10/04/2024;Borracha;37;70.61;Pará
10/04/2024;Estojo;16;110.56;Maranhão
10/04/2024;Lápis;52;158.65;Rio de Janeiro
10/04/2024;Agenda;31;155.09;Bahia
10/04/2024;Borracha;59;54.6;Sergipe
10/04/2024;Régua;66;117.64;Rio de Janeiro
10/04/2024;Estojo;68;195.94;Goiás
11/04/2024;Marcador;68;162.3;Pará
11/04/2024;Estojo;32;110.37;Rio Grande do Sul
11/04/2024;Marcador;42;178.52;Rio Grande do Norte
11/04/2024;Borracha;16;99.96;Piauí
11/04/2024;Borracha;23;107.96;Minas Gerais
11/04/2024;Marcador;49;159.15;Mato Grosso do Sul
12/04/2024;Caderno;22;149.19;Bahia
12/04/2024;Borracha;88;176.12;Paraná
12/04/2024;Estojo;8;23.34;Ceará
12/04/2024;Agenda;22;135;Paraíba
12/04/2024;Régua;83;190.42;Minas Gerais
12/04/2024;Borracha;96;19.53;Alagoas
12/04/2024;Estojo;14;15.96;Amapá
12/04/2024;Régua;88;69.52;Maranhão
12/04/2024;Régua;1;102.34;Rondônia
12/04/2024;Borracha;90;145.8;Alagoas
12/04/2024;Lápis;28;22.85;Alagoas
12/04/2024;Lápis;39;107.34;Mato Grosso do Sul
13/04/2024;Caderno;79;106.26;Espírito Santo
13/04/2024;Caderno;84;46.79;Amazonas
13/04/2024;Borracha;92;45.25;Ceará
13/04/2024;Lápis;56;77.72;Rio Grande do Norte
13/04/2024;Régua;16;153.16;Roraima
13/04/2024;Borracha;67;112.2;Santa Catarina
13/04/2024;Marcador;2;153.61;Santa Catarina
13/04/2024;Caneta;62;40.96;Rio Grande do Norte
13/04/2024;Borracha;98;130.19;Rondônia
13/04/2024;Marcador;94;145.33;Rio de Janeiro
13/04/2024;Lápis;86;12.92;Mato Grosso
13/04/2024;Lápis;26;93.15;Ceará
13/04/2024;Caneta;68;192.01;Distrito Federal
13/04/2024;Marcador;1;13.47;Paraná
13/04/2024;Borracha;84;34.34;Rio de Janeiro
14/04/2024;Marcador;61;36.5;Rio Grande do Norte
14/04/2024;Régua;19;6.77;Distrito Federal
14/04/2024;Estojo;93;62.17;Rio Grande do Sul
14/04/2024;Caderno;50;151.4;Tocantins
14/04/2024;Caneta;64;137.49;Sergipe
14/04/2024;Caderno;10;186.77;Acre
14/04/2024;Borracha;35;34.55;Paraíba
14/04/2024;Estojo;37;24.17;Minas Gerais
14/04/2024;Caderno;45;178.81;Pará
14/04/2024;Lápis;60;177.03;Amapá
14/04/2024;Caneta;49;107.72;Minas Gerais
14/04/2024;Régua;50;90.73;Minas Gerais
14/04/2024;Agenda;57;151.08;Goiás
15/04/2024;Borracha;27;33.18;Amazonas
15/04/2024;Caneta;36;123.9;Espírito Santo
15/04/2024;Agenda;6;169.89;Piauí
15/04/2024;Borracha;31;80.9;Espírito Santo
15/04/2024;Marcador;70;19.95;Rio Grande do Norte
15/04/2024;Marcador;23;197.39;Amapá
15/04/2024;Régua;46;42.99;Acre
15/04/2024;Régua;81;96.06;São Paulo
16/04/2024;Caderno;55;94.32;Acre
16/04/2024;Estojo;20;124.53;Rio Grande do Sul
16/04/2024;Estojo;5;16;Alagoas
16/04/2024;Agenda;65;184.29;Distrito Federal
16/04/2024;Régua;58;185.74;Amazonas
16/04/2024;Agenda;79;121.75;Maranhão
16/04/2024;Agenda;98;123.98;Roraima
16/04/2024;Estojo;21;119.7;Pernambuco
16/04/2024;Agenda;22;165.9;Bahia
16/04/2024;Caderno;43;50.91;Bahia
16/04/2024;Agenda;16;168.52;Espírito Santo
16/04/2024;Caneta;15;158.8;Distrito Federal
17/04/2024;Estojo;48;71.48;São Paulo
17/04/2024;Borracha;31;21.16;Mato Grosso
17/04/2024;Lápis;63;175.17;Ceará
17/04/2024;Lápis;49;10.32;Bahia
17/04/2024;Borracha;99;192.13;Pernambuco
17/04/2024;Agenda;17;135.76;Paraná
17/04/2024;Marcador;9;159.29;Acre
17/04/2024;Agenda;46;10.82;Sergipe
17/04/2024;Lápis;99;183.22;Paraná
18/04/2024;Régua;24;163.79;Maranhão
18/04/2024;Caderno;20;26.36;Rio Grande do Norte
18/04/2024;Caderno;78;111.15;Acre
18/04/2024;Borracha;53;41.88;Roraima
18/04/2024;Agenda;63;115.45;Mato Grosso do Sul
18/04/2024;Marcador;62;106.44;Paraíba
18/04/2024;Borracha;13;56.58;Bahia
18/04/2024;Estojo;84;125.64;Paraná
18/04/2024;Borracha;60;104.62;Ceará
18/04/2024;Borracha;16;82.11;Amapá
18/04/2024;Caderno;71;174.88;Maranhão
19/04/2024;Borracha;51;45.78;Maranhão
19/04/2024;Caneta;65;161.41;Pernambuco
19/04/2024;Agenda;88;38.62;Alagoas
19/04/2024;Caderno;84;55.04;Minas Gerais
19/04/2024;Caderno;61;62.18;Goiás
19/04/2024;Lápis;94;189.89;Rio Grande do Norte
19/04/2024;Lápis;63;105.7;Acre
20/04/2024;Régua;76;175.76;Espírito Santo
20/04/2024;Estojo;20;21.29;Ceará
20/04/2024;Lápis;94;141.51;Tocantins
20/04/2024;Régua;87;13.39;São Paulo
20/04/2024;Caderno;42;132.64;Sergipe
20/04/2024;Lápis;62;173.8;Rondônia
20/04/2024;Borracha;62;72.03;Mato Grosso do Sul
20/04/2024;Caneta;38;87.3;Acre
20/04/2024;Borracha;39;52.45;Goiás
20/04/2024;Agenda;78;43.36;Paraíba
20/04/2024;Agenda;41;110.13;Pernambuco
20/04/2024;Estojo;78;75.46;Paraíba
20/04/2024;Marcador;69;105.17;Rio Grande do Norte
20/04/2024;Estojo;58;94.86;Roraima
20/04/2024;Caderno;6;122.76;Piauí
21/04/2024;Caneta;98;88.99;Minas Gerais
21/04/2024;Lápis;37;99.58;Amazonas
21/04/2024;Caderno;70;77.41;Sergipe
21/04/2024;Caneta;45;149.72;Tocantins
21/04/2024;Lápis;95;119.54;Amazonas
21/04/2024;Agenda;83;88.98;Amapá
21/04/2024;Borracha;1;141.65;Ceará
21/04/2024;Marcador;64;109.75;Rio Grande do Norte
21/04/2024;Lápis;82;110.33;Rondônia
21/04/2024;Caderno;40;83.91;Espírito Santo
21/04/2024;Lápis;8;51.77;Amapá
21/04/2024;Agenda;72;136.76;Roraima
22/04/2024;Agenda;88;176.54;Bahia
22/04/2024;Caneta;2;81.52;Rio Grande do Sul
22/04/2024;Agenda;87;171.55;Distrito Federal
22/04/2024;Caderno;11;156.91;São Paulo
22/04/2024;Caneta;23;105.14;Tocantins
22/04/2024;Caderno;91;77.16;Piauí
23/04/2024;Marcador;51;172.62;Rio Grande do Norte
23/04/2024;Régua;94;54.99;Distrito Federal
23/04/2024;Estojo;23;108.51;Piauí
23/04/2024;Régua;50;173.49;Amazonas
23/04/2024;Lápis;50;101.67;Mato Grosso do Sul
23/04/2024;Caneta;87;57.64;Roraima
23/04/2024;Marcador;45;144.18;Espírito Santo
23/04/2024;Caderno;7;110.3;Mato Grosso
23/04/2024;Marcador;69;90.72;Rio Grande do Sul
23/04/2024;Régua;90;155.77;Mato Grosso do Sul
23/04/2024;Régua;67;85.32;Maranhão
23/04/2024;Agenda;78;152.65;Maranhão
23/04/2024;Agenda;31;148.49;Sergipe
23/04/2024;Estojo;93;150.88;Distrito Federal
23/04/2024;Borracha;50;99.48;Rondônia
24/04/2024;Caderno;85;40.18;Rio Grande do Sul
24/04/2024;Borracha;22;91.5;Rondônia
24/04/2024;Caneta;24;16.43;Bahia
24/04/2024;Borracha;67;130.65;Rio Grande do Sul
24/04/2024;Marcador;5;170.92;Rio Grande do Norte
24/04/2024;Régua;100;19.44;Roraima
24/04/2024;Régua;22;94.11;Acre
24/04/2024;Marcador;90;161.47;Amazonas
24/04/2024;Borracha;56;156.11;Maranhão
24/04/2024;Lápis;53;98.88;Amapá
24/04/2024;Estojo;57;134.96;Tocantins
24/04/2024;Régua;56;195.17;Acre
24/04/2024;Caneta;58;131.59;Minas Gerais
25/04/2024;Borracha;12;74.5;Paraíba
25/04/2024;Marcador;41;182.75;Mato Grosso do Sul
25/04/2024;Caderno;7;99.92;Mato Grosso do Sul
25/04/2024;Caderno;93;54.63;Mato Grosso
25/04/2024;Borracha;37;113.89;Santa Catarina
25/04/2024;Agenda;37;91.61;Maranhão
25/04/2024;Agenda;36;150.67;Paraná
25/04/2024;Régua;5;130.72;Rio Grande do Sul
25/04/2024;Caneta;41;69.06;Pará
